Index_Sinistre;Annee;Age_assure;Sexe_assure;Ind_fumeur;Emploi_assure;Statut_marital;Nbre_enfants;Exp_cond;km_annuel;Ind_util_travail;Ind_util_affaires;Score_credit;Region;Age_police;Ind_occas;Ind_vehicule_sport;Valeur_vehicule;Age_vehicule;Couleur_vehicule;Ind_vehicule_loue;Nbre_infract;Temps_sn_sin;Nbre_sinistres;Montant_paye
5076;2009;65;F;Non;RTR;A;1;44;15800;Non;Non;598;SA;33;Oui;Oui;32000;0;R;Non;0;6;1;4602
5077;2009;59;H;Oui;GOU;D;0;43;19800;Oui;Non;516;ML;12;Non;Oui;47000;0;B;Oui;0;6;1;5790
5078;2009;85;H;Oui;RTR;F;0;69;25600;Non;Non;789;ES;48;Oui;Non;29000;1;A;Non;0;6;1;1865
5079;2009;40;H;Non;AUT;M;1;24;11000;Non;Non;624;ES;14;Oui;Non;36000;10;R;Non;0;6;1;2337
5080;2009;86;H;Oui;RTR;M;0;70;43300;Non;Non;838;GA;56;Oui;Non;28000;4;R;Non;0;6;1;1631
5081;2009;37;H;Non;MAN;M;0;21;24400;Non;Non;598;ML;17;Non;Non;25000;2;A;Oui;0;6;1;1893
5082;2009;22;F;Non;ETU;A;0;6;31900;Oui;Non;638;QC;4;Non;Non;22000;5;G;Oui;0;6;1;3712
5083;2009;63;F;Non;ASS;F;1;47;23300;Non;Non;945;MA;32;Oui;Oui;34000;0;N;Non;0;6;1;3386
5084;2009;49;F;Oui;AUT;F;2;33;10000;Oui;Non;626;ES;28;Non;Non;44000;2;R;Oui;1;6;1;6104
5085;2009;80;H;Non;RTR;F;2;64;14400;Non;Non;590;MA;44;Oui;Non;31000;0;B;Oui;0;6;1;3921
5086;2009;53;H;Non;RTR;F;2;36;29600;Non;Non;619;MA;25;Oui;Non;25000;2;N;Non;0;6;1;2597
5087;2009;44;H;Oui;MAN;M;1;23;43900;Oui;Non;583;QC;12;Oui;Non;19000;10;N;Non;0;6;1;1742
5088;2009;24;F;Non;ETU;A;0;8;10500;Oui;Non;582;SA;5;Non;Non;25000;8;R;Non;0;6;1;3064
5089;2009;47;F;Non;PRO;F;1;31;17800;Non;Non;786;MA;23;Oui;Non;42000;1;A;Non;0;1;1;4414
5090;2009;56;F;Oui;MED;M;0;40;24800;Oui;Non;582;QC;22;Non;Non;34000;5;R;Non;0;6;1;3331
5091;2009;21;F;Non;ETU;A;0;0;25400;Oui;Non;627;MA;0;Non;Non;29000;5;R;Oui;0;6;1;5063
5092;2009;91;F;Oui;RTR;F;0;75;6300;Non;Non;650;ES;52;Oui;Non;36000;6;A;Non;0;6;1;1697
5093;2009;33;H;Non;ASS;F;1;17;37300;Non;Oui;648;ES;7;Non;Oui;58000;1;R;Oui;0;6;1;12836
5094;2009;39;F;Non;PRO;D;1;18;10200;Oui;Non;746;GA;11;Oui;Non;26000;3;A;Oui;0;6;1;4348
5095;2009;38;H;Oui;GOU;D;2;14;23600;Non;Non;707;ES;10;Oui;Non;26000;5;G;Non;0;6;1;2051
5096;2009;18;H;Non;ETU;A;0;2;31800;Non;Non;724;ML;1;Non;Non;21000;8;R;Non;0;0;1;1556
5097;2009;57;H;Oui;SNS;A;1;41;32100;Non;Non;449;GA;18;Non;Non;26000;12;B;Non;0;6;1;2778
5098;2009;28;F;Oui;PRO;F;1;12;18800;Oui;Non;900;ES;7;Oui;Non;14000;5;A;Oui;0;6;1;1434
5099;2009;20;F;Non;ETU;F;2;0;8500;Non;Non;744;QC;0;Non;Non;25000;8;A;Non;0;5;1;2991
5100;2009;27;F;Non;ASS;D;2;9;23600;Oui;Non;615;ES;4;Oui;Non;25000;0;G;Non;0;2;1;4606
5101;2009;35;H;Oui;PRO;M;1;19;40500;Oui;Oui;731;GA;14;Oui;Oui;52000;2;N;Oui;0;5;1;12794
5102;2009;72;F;Oui;AUT;F;0;56;39400;Non;Non;539;QC;39;Oui;Non;35000;12;R;Non;0;6;1;3384
5103;2009;60;H;Non;GOU;M;1;44;39400;Oui;Non;551;OU;30;Oui;Non;34000;3;B;Non;0;5;1;3379
5104;2009;47;F;Oui;GOU;F;1;31;18400;Oui;Non;980;ML;26;Oui;Non;20000;2;A;Oui;0;6;1;1155
5105;2009;80;F;Non;RTR;M;0;64;12800;Non;Non;683;MA;57;Oui;Non;26000;5;N;Oui;0;6;1;2356
5106;2009;35;F;Non;SNS;F;2;19;16200;Non;Non;488;GA;16;Oui;Non;35000;12;G;Non;0;6;1;5334
5107;2009;50;H;Oui;MED;D;1;34;15300;Oui;Non;618;ES;10;Non;Oui;37000;0;G;Oui;0;6;1;4899
5108;2009;21;H;Non;SNS;A;0;1;16300;Non;Non;619;GA;0;Non;Non;17000;12;A;Non;0;6;1;2358
5109;2009;27;F;Non;PRO;D;0;11;16100;Oui;Oui;999;ES;7;Oui;Non;25000;8;B;Non;0;4;1;3756
5110;2009;26;F;Non;ASS;F;3;10;14800;Oui;Non;664;GA;5;Oui;Non;21000;2;R;Non;0;6;1;4109
5111;2009;41;F;Oui;PRO;F;1;21;16600;Oui;Oui;621;SA;16;Non;Non;18000;4;G;Oui;0;6;1;4833
5112;2009;35;F;Non;PRO;D;1;19;5600;Oui;Non;591;GA;12;Oui;Non;10000;1;B;Oui;0;1;1;2903
5113;2009;36;F;Oui;GOU;M;1;20;29500;Non;Non;795;GA;10;Oui;Non;21000;1;A;Non;0;6;1;2127
5114;2009;37;H;Non;MAN;F;1;21;39100;Oui;Non;664;ML;15;Non;Non;40000;5;R;Non;1;5;1;3123
5115;2009;48;F;Oui;PRO;A;1;32;33000;Oui;Oui;835;QC;22;Oui;Non;21000;12;A;Non;0;6;1;3128
5116;2009;17;H;Non;ETU;A;0;1;10200;Non;Non;525;SA;0;Non;Non;17000;6;B;Non;0;0;1;2954
5117;2009;46;F;Non;ASS;D;1;30;18200;Oui;Oui;421;GA;13;Non;Non;25000;9;N;Non;0;6;1;5776
5118;2009;17;H;Non;ETU;A;2;1;32300;Oui;Non;667;ML;0;Non;Non;10000;9;R;Non;0;0;1;1698
5119;2009;62;F;Non;MAN;M;2;46;39200;Non;Non;625;MA;27;Oui;Non;28000;3;R;Non;0;4;1;3321
5120;2009;32;H;Oui;AUT;M;1;16;5400;Oui;Non;627;ES;12;Oui;Non;25000;6;N;Non;0;6;1;1962
5121;2009;35;H;Non;AUT;F;0;10;22000;Non;Non;599;MA;9;Non;Non;16000;6;B;Non;0;6;1;1316
5122;2009;61;H;Oui;RTR;A;0;45;20400;Non;Non;564;SA;38;Non;Oui;51000;0;R;Oui;1;6;1;7490
5123;2009;21;H;Non;ETU;A;0;5;29900;Non;Non;749;SA;2;Non;Non;29000;10;R;Non;0;6;1;3162
5124;2009;37;F;Oui;GOU;M;2;21;10400;Oui;Non;676;GA;15;Oui;Non;30000;7;B;Non;0;6;1;3480
5125;2009;74;F;Non;RTR;A;1;56;38100;Non;Non;493;GA;42;Non;Oui;68000;1;G;Oui;0;6;1;6841
5126;2009;17;H;Non;ETU;A;1;1;29000;Oui;Non;564;GA;1;Non;Non;33000;10;N;Non;0;6;1;5455
5127;2009;34;F;Non;MED;M;1;17;16400;Oui;Non;906;ML;15;Non;Non;33000;0;N;Non;0;6;1;1670
5128;2009;16;F;Non;ETU;D;0;0;10500;Non;Non;524;ES;0;Non;Non;50000;9;R;Non;1;3;1;6661
5129;2009;48;H;Non;GOU;F;0;32;26700;Oui;Non;580;MA;22;Non;Non;26000;7;A;Non;0;6;1;2114
5130;2009;58;H;Oui;RTR;M;1;42;29200;Non;Non;824;GA;27;Oui;Non;49000;4;G;Oui;0;6;1;3036
5131;2009;27;F;Non;PRO;A;1;11;5700;Oui;Non;561;GA;2;Non;Non;34000;3;N;Non;0;6;1;5388
5132;2009;21;H;Non;ETU;A;0;5;32800;Non;Non;734;GA;4;Non;Non;12000;5;N;Oui;1;6;1;1937
5133;2009;36;F;Oui;ASS;F;2;16;16800;Oui;Non;558;ES;7;Non;Non;15000;4;R;Non;0;3;1;2089
5134;2009;21;H;Oui;ETU;A;1;0;11200;Oui;Non;653;QC;0;Non;Non;25000;10;A;Non;0;4;1;3416
5135;2009;53;F;Non;PRO;F;1;36;8000;Oui;Oui;587;ML;28;Non;Non;21000;4;B;Oui;0;6;1;4323
5136;2009;65;H;Oui;RTR;M;1;43;28600;Non;Non;396;GA;34;Oui;Non;11000;0;G;Non;0;6;1;1677
5137;2009;33;F;Non;MED;F;3;17;15600;Non;Non;660;SA;11;Oui;Non;43000;2;B;Oui;0;6;1;9205
5138;2009;23;F;Oui;ETU;A;3;0;29600;Oui;Non;907;SA;0;Non;Non;42000;11;G;Non;0;6;1;3431
5139;2009;43;F;Oui;PRO;A;2;26;19300;Oui;Non;495;ES;20;Oui;Non;35000;2;B;Oui;0;6;1;6409
5140;2009;56;F;Non;GOU;M;2;40;49500;Oui;Non;706;ML;22;Oui;Non;30000;5;A;Non;0;6;1;2014
5141;2009;50;H;Non;RTR;F;1;34;8600;Non;Non;533;OU;17;Non;Non;37000;2;R;Oui;0;6;1;4389
5142;2009;73;F;Oui;RTR;M;1;57;48000;Non;Non;644;GA;37;Oui;Non;15000;1;A;Non;0;6;1;1349
5143;2009;16;H;Non;ETU;A;0;0;28900;Oui;Non;571;ML;0;Non;Non;28000;12;B;Non;0;0;1;3352
5144;2009;20;H;Non;ETU;F;0;4;7700;Oui;Non;578;GA;3;Oui;Non;28000;9;R;Non;0;6;1;3773
5145;2009;74;H;Oui;RTR;F;0;58;36200;Non;Non;582;SA;37;Non;Non;19000;3;B;Non;0;2;1;1767
5146;2009;36;H;Non;PRO;F;1;18;31100;Oui;Non;568;GA;12;Oui;Non;21000;8;A;Non;0;6;1;2343
5147;2009;42;H;Oui;GOU;F;2;26;3200;Non;Non;133;OU;20;Oui;Oui;57000;1;R;Oui;0;6;1;11821
5148;2009;30;H;Non;PRO;F;2;13;31400;Oui;Oui;771;OU;8;Oui;Non;36000;2;N;Non;0;2;1;7039
5149;2009;26;F;Non;MAN;M;2;10;52100;Non;Non;565;OU;4;Oui;Non;33000;2;R;Non;0;6;1;6756
5150;2009;51;F;Oui;PRO;F;0;35;48900;Oui;Oui;717;ES;22;Oui;Non;27000;3;B;Non;0;6;1;6025
5151;2009;24;F;Oui;ETU;F;0;8;9600;Oui;Non;607;ML;8;Oui;Non;10000;10;R;Non;0;6;1;1248
5152;2009;37;H;Non;PRO;A;1;13;18800;Oui;Non;677;ML;10;Non;Non;27000;5;G;Non;0;2;1;1985
5153;2009;24;H;Non;ETU;F;0;8;32200;Oui;Non;708;ES;7;Oui;Non;46000;9;R;Non;0;6;1;3452
5154;2009;18;H;Non;AUT;F;0;1;32500;Non;Oui;557;ES;0;Oui;Non;13000;1;B;Oui;0;6;1;5587
5155;2009;26;F;Non;PRO;A;0;8;22600;Non;Non;620;OU;4;Non;Non;41000;3;R;Non;0;6;1;4919
5156;2009;77;F;Non;RTR;F;1;56;54500;Non;Non;630;ES;56;Non;Non;30000;1;G;Oui;0;6;1;2016
5157;2009;31;H;Non;ASS;M;0;15;18400;Oui;Oui;714;SA;12;Non;Non;35000;3;R;Oui;0;6;1;5792
5158;2009;35;F;Non;AUT;F;1;10;13000;Oui;Oui;476;GA;7;Oui;Non;22000;2;N;Oui;0;6;1;9996
5159;2009;30;H;Non;GOU;M;0;10;36300;Oui;Non;675;QC;6;Oui;Non;27000;1;R;Non;0;3;1;2449
5160;2009;76;F;Oui;RTR;F;2;60;8100;Non;Non;624;ES;30;Non;Non;21000;2;A;Oui;0;6;1;1922
5161;2009;23;H;Non;ETU;A;1;7;30800;Oui;Non;745;SA;5;Non;Non;35000;7;N;Non;0;6;1;4325
5162;2009;16;F;Non;ETU;A;0;0;11800;Oui;Non;233;MA;0;Non;Non;21000;10;G;Non;0;6;1;3573
5163;2009;24;H;Non;ETU;F;0;8;9100;Non;Non;647;MA;4;Non;Non;18000;12;N;Non;0;6;1;1546
5164;2009;26;F;Oui;AUT;F;2;10;4800;Oui;Oui;599;GA;10;Oui;Non;31000;3;R;Oui;0;6;1;14383
5165;2009;21;H;Non;ETU;A;0;5;9600;Oui;Non;523;SA;4;Non;Non;35000;0;G;Non;0;3;1;5665
5166;2009;39;F;Non;PRO;F;3;23;39500;Oui;Non;560;ML;17;Non;Non;35000;2;N;Non;0;6;1;4444
5167;2009;51;H;Non;SNS;F;1;33;49300;Non;Non;681;GA;19;Non;Non;29000;12;A;Non;0;6;1;2446
5168;2009;29;H;Non;MAN;F;2;12;13300;Oui;Non;682;GA;6;Non;Oui;50000;0;R;Oui;1;1;1;8414
5169;2009;23;F;Oui;ETU;A;0;6;32600;Oui;Non;760;SA;4;Non;Non;24000;10;R;Non;0;6;1;2496
5170;2009;29;F;Oui;AUT;A;1;13;26600;Oui;Non;589;ES;8;Non;Non;17000;5;R;Non;0;6;1;2139
5171;2009;29;H;Non;ETU;A;1;13;31800;Oui;Non;554;ML;10;Non;Non;28000;8;N;Non;0;6;1;1948
5172;2009;52;F;Oui;MAN;D;1;36;42800;Oui;Non;641;QC;14;Oui;Oui;56000;2;R;Oui;0;6;1;11644
5173;2009;24;H;Non;AUT;A;0;8;26000;Oui;Oui;759;SA;6;Non;Non;40000;10;A;Non;0;6;1;6685
5174;2009;74;H;Non;RTR;F;1;58;49000;Non;Non;689;ML;31;Non;Non;22000;5;B;Non;0;2;1;1079
5175;2009;71;F;Oui;RTR;D;0;55;29900;Non;Non;610;ES;41;Oui;Oui;49000;4;N;Non;0;6;1;5165
5176;2009;17;H;Oui;ETU;A;1;1;32900;Oui;Non;630;GA;0;Non;Non;22000;12;R;Non;0;6;1;3553
5177;2009;39;F;Oui;ASS;M;0;23;24900;Non;Non;560;MA;19;Oui;Non;10000;3;R;Oui;0;6;1;2589
5178;2009;22;F;Non;ETU;A;0;0;30200;Oui;Non;609;MA;0;Non;Non;34000;8;R;Non;0;6;1;3991
5179;2009;25;F;Oui;MED;F;1;9;25800;Oui;Non;516;MA;7;Oui;Non;23000;1;N;Oui;0;6;1;5246
5180;2009;36;F;Non;PRO;M;2;20;26000;Non;Oui;601;ES;8;Oui;Non;10000;5;G;Non;0;6;1;3283
5181;2009;25;F;Oui;GOU;M;1;7;23700;Non;Non;585;OU;5;Oui;Non;38000;1;A;Oui;0;6;1;7617
5182;2009;40;F;Non;MAN;F;0;24;26800;Oui;Non;667;ML;19;Oui;Non;40000;4;B;Non;1;2;1;4035
5183;2009;28;H;Non;GOU;D;1;12;32400;Oui;Non;599;SA;8;Non;Non;18000;3;R;Non;0;2;1;2240
5184;2009;60;H;Non;RTR;A;2;44;24000;Non;Non;713;GA;24;Non;Oui;59000;0;G;Oui;0;6;1;6599
5185;2009;37;H;Non;AUT;M;1;21;32900;Non;Non;407;SA;10;Non;Non;36000;1;G;Non;0;3;1;3625
5186;2009;55;H;Non;ASS;M;2;39;26000;Oui;Non;591;ML;19;Oui;Non;25000;8;A;Non;0;6;1;1544
5187;2009;69;F;Non;RTR;F;1;53;12600;Non;Non;518;ML;29;Oui;Non;38000;0;A;Oui;0;6;1;4298
5188;2009;76;F;Non;AUT;F;1;60;38900;Oui;Non;712;GA;27;Oui;Non;31000;3;G;Non;0;6;1;2383
5189;2009;20;F;Non;ETU;F;1;4;12100;Oui;Non;604;SA;2;Oui;Non;24000;2;A;Oui;1;6;1;5458
5190;2009;36;H;Non;PRO;A;1;20;49900;Oui;Oui;791;ES;13;Non;Non;24000;2;A;Non;0;6;1;3112
5191;2009;80;F;Oui;RTR;M;1;64;32800;Non;Non;917;ML;32;Oui;Non;20000;9;G;Non;0;6;1;569
5192;2009;36;H;Non;PRO;F;1;20;26100;Non;Non;642;QC;16;Oui;Non;16000;1;N;Non;1;6;1;2268
5193;2009;27;F;Non;PRO;F;2;11;43200;Oui;Non;661;GA;7;Non;Non;23000;0;R;Non;0;6;1;4425
5194;2009;21;F;Non;ETU;F;0;5;27200;Oui;Non;716;GA;4;Oui;Non;23000;12;G;Non;0;5;1;3042
5195;2009;29;F;Non;PRO;M;2;13;32600;Oui;Oui;700;MA;9;Oui;Non;46000;3;N;Non;0;6;1;12711
5196;2009;40;H;Non;ASS;M;0;23;29700;Non;Oui;872;SA;11;Oui;Non;30000;1;A;Non;0;6;1;3796
5197;2009;22;F;Non;ETU;A;0;6;28500;Oui;Non;704;MA;3;Non;Non;34000;12;N;Non;0;6;1;4123
5198;2009;34;F;Oui;MAN;D;0;18;37800;Oui;Non;927;ES;12;Oui;Non;38000;3;B;Non;0;4;1;3002
5199;2009;53;H;Non;RTR;M;1;37;11600;Non;Non;744;OU;27;Oui;Non;23000;3;R;Oui;0;6;1;1698
5200;2009;77;F;Oui;RTR;A;2;61;9900;Non;Non;623;ES;39;Oui;Oui;53000;0;G;Oui;0;6;1;5865
5201;2009;48;H;Non;MED;F;1;32;9700;Oui;Non;504;ES;27;Oui;Non;30000;0;N;Oui;1;6;1;4141
5202;2009;40;F;Oui;PRO;D;1;19;30400;Oui;Oui;853;ML;12;Oui;Non;23000;4;G;Oui;0;0;1;3883
5203;2009;36;F;Oui;ASS;M;1;20;4300;Non;Non;570;SA;15;Non;Non;22000;10;R;Non;0;6;1;2358
5204;2009;26;F;Non;PRO;A;3;8;28600;Non;Oui;557;ES;7;Non;Oui;58000;6;G;Non;0;3;1;23286
5205;2009;27;H;Non;GOU;F;0;11;20000;Oui;Non;498;OU;6;Oui;Non;16000;12;R;Non;0;6;1;2185
5206;2009;45;F;Oui;GOU;F;1;29;53600;Oui;Non;832;GA;17;Non;Oui;50000;1;B;Oui;0;6;1;8186
5207;2009;27;H;Non;PRO;F;0;2;24700;Oui;Non;749;MA;1;Oui;Non;30000;3;R;Non;0;6;1;2853
5208;2009;32;F;Non;MED;M;1;14;49200;Oui;Non;694;ML;6;Non;Non;10000;5;A;Non;0;6;1;1244
5209;2009;68;F;Non;RTR;M;1;52;33300;Non;Non;727;ES;36;Oui;Non;42000;3;A;Non;0;6;1;2487
5210;2009;43;F;Non;PRO;M;1;27;28200;Oui;Oui;687;GA;17;Non;Non;41000;3;N;Non;0;6;1;9963
5211;2009;16;H;Oui;ETU;A;1;0;30900;Oui;Non;672;ES;0;Non;Non;39000;12;R;Non;0;6;1;5027
5212;2009;28;H;Non;ASS;A;1;9;22700;Non;Oui;619;SA;5;Non;Non;25000;2;N;Non;2;6;1;6963
5213;2009;32;F;Oui;MED;F;0;16;33800;Non;Non;816;MA;12;Oui;Non;44000;2;A;Oui;0;6;1;6851
5214;2009;51;F;Non;RTR;A;3;34;13900;Non;Non;654;ES;25;Oui;Non;31000;6;N;Non;0;6;1;2938
5215;2009;53;F;Non;GOU;A;1;36;41400;Oui;Non;481;ES;21;Non;Non;24000;4;B;Non;0;6;1;2555
5216;2009;20;F;Non;ETU;A;0;4;9900;Oui;Non;703;QC;3;Non;Non;32000;12;G;Non;0;6;1;3179
5217;2009;37;H;Oui;ETU;D;0;20;33300;Oui;Non;588;SA;15;Oui;Non;43000;12;N;Non;0;6;1;3812
5218;2009;36;F;Non;AUT;F;2;20;33400;Oui;Non;597;MA;12;Non;Non;38000;4;R;Non;0;6;1;5676
5219;2009;24;H;Oui;AUT;F;0;8;52500;Non;Non;967;ES;4;Oui;Non;25000;3;R;Oui;0;6;1;2304
5220;2009;37;F;Oui;AUT;A;2;21;9100;Oui;Oui;760;ES;18;Non;Non;25000;3;R;Oui;1;6;1;6204
5221;2009;29;F;Oui;ASS;M;0;13;12200;Oui;Oui;731;SA;8;Oui;Non;11000;1;G;Oui;0;6;1;4096
5222;2009;52;F;Non;RTR;D;1;36;24600;Non;Non;678;ML;36;Oui;Oui;45000;0;R;Oui;0;6;1;4654
5223;2009;16;H;Non;ETU;F;0;0;10800;Non;Non;517;SA;0;Oui;Non;27000;12;B;Non;0;6;1;4081
5224;2009;70;H;Non;RTR;F;1;54;25200;Non;Non;665;MA;37;Oui;Non;48000;6;R;Non;0;6;1;3106
5225;2009;23;H;Non;ETU;A;0;7;32700;Oui;Non;735;GA;4;Non;Non;32000;12;A;Non;0;6;1;3598
5226;2009;25;F;Oui;GOU;M;2;9;29300;Oui;Non;620;GA;7;Oui;Non;10000;2;B;Oui;0;3;1;4155
5227;2009;61;F;Non;ASS;M;1;44;44000;Oui;Oui;661;ES;33;Oui;Non;21000;3;R;Oui;0;6;1;4416
5228;2009;60;H;Non;RTR;M;1;39;35900;Non;Non;506;ML;25;Oui;Non;28000;0;N;Non;0;6;1;1764
5229;2009;52;F;Non;RTR;A;1;31;34600;Non;Non;956;SA;10;Oui;Non;34000;7;B;Non;0;6;1;1882
5230;2009;26;F;Non;PRO;D;0;9;25100;Oui;Oui;567;SA;7;Non;Non;34000;3;G;Non;1;6;1;9954
5231;2009;23;F;Non;ETU;A;0;7;13800;Non;Non;705;ES;5;Non;Non;33000;12;B;Non;0;4;1;2708
5232;2009;84;H;Oui;RTR;A;2;68;10100;Non;Non;532;ES;40;Oui;Oui;56000;0;G;Oui;0;6;1;7470
5233;2009;21;F;Non;ETU;A;1;5;29400;Oui;Non;599;ES;3;Non;Non;24000;11;B;Non;1;6;1;3385
5234;2009;31;F;Oui;PRO;M;1;15;16800;Non;Non;556;ES;12;Non;Non;17000;4;G;Non;0;6;1;2021
5235;2009;28;H;Non;GOU;A;2;11;36200;Oui;Non;594;ML;7;Non;Non;18000;3;G;Oui;0;5;1;2290
5236;2009;44;H;Non;ASS;F;1;28;27600;Oui;Non;546;GA;16;Oui;Non;10000;8;A;Non;0;6;1;1577
5237;2009;70;F;Oui;RTR;F;1;54;30900;Non;Non;757;ML;37;Oui;Non;15000;10;N;Non;0;6;1;643
5238;2009;91;F;Non;RTR;A;1;75;35100;Non;Non;715;SA;48;Non;Non;16000;3;A;Non;0;6;1;917
5239;2009;44;F;Oui;GOU;F;3;28;32400;Non;Non;648;QC;14;Non;Non;44000;2;B;Oui;1;6;1;6601
5240;2009;50;H;Non;RTR;D;0;34;5200;Non;Non;614;MA;18;Oui;Oui;50000;2;G;Oui;1;6;1;6589
5241;2009;18;H;Non;ETU;A;0;2;8300;Oui;Non;596;SA;1;Non;Non;42000;11;B;Non;0;6;1;6438
5242;2009;26;F;Oui;PRO;D;4;9;26600;Oui;Non;820;SA;7;Non;Non;25000;1;B;Oui;0;0;1;3980
5243;2009;16;F;Non;ETU;F;0;0;10000;Oui;Non;596;GA;0;Oui;Non;31000;12;R;Non;0;3;1;5313
5244;2009;16;H;Non;ETU;A;0;0;28000;Oui;Non;622;ES;0;Non;Non;34000;11;N;Non;0;6;1;5564
5245;2009;74;F;Oui;RTR;F;2;52;39500;Non;Non;513;ES;26;Oui;Non;26000;4;A;Non;1;6;1;2566
5246;2009;43;F;Non;ETU;F;1;27;31100;Non;Non;728;GA;12;Oui;Non;18000;10;A;Non;0;6;1;2093
5247;2009;29;F;Non;AUT;A;2;13;40100;Non;Non;427;GA;10;Non;Non;20000;8;A;Non;0;6;1;3870
5248;2009;39;F;Non;GOU;D;2;23;20500;Oui;Non;698;ML;23;Non;Non;29000;5;R;Non;0;2;1;2687
5249;2009;43;F;Oui;MAN;F;0;26;43700;Oui;Non;774;MA;19;Non;Non;14000;2;N;Non;1;1;1;1700
5250;2009;20;H;Oui;ETU;F;1;4;26200;Oui;Non;593;SA;2;Oui;Non;21000;8;R;Non;0;6;1;3042
5251;2009;33;F;Non;GOU;F;2;17;19600;Non;Non;625;ES;11;Oui;Non;20000;2;G;Non;0;6;1;2939
5252;2009;37;H;Non;SNS;A;2;20;50700;Non;Non;473;SA;20;Non;Non;21000;4;A;Non;0;6;1;2310
5253;2009;33;F;Non;MAN;M;2;17;22800;Non;Non;736;SA;11;Non;Non;25000;12;A;Non;0;6;1;2427
5254;2009;85;F;Oui;RTR;M;1;69;33500;Non;Non;661;GA;27;Oui;Non;31000;5;A;Non;0;6;1;2236
5255;2009;38;H;Oui;PRO;F;1;22;22200;Oui;Oui;859;SA;15;Oui;Non;17000;2;B;Non;0;6;1;2592
5256;2009;55;H;Non;PRO;A;0;39;29300;Oui;Oui;680;GA;17;Non;Non;25000;2;A;Non;0;6;1;4232
5257;2009;45;F;Non;PRO;F;0;29;33700;Oui;Non;702;QC;17;Non;Non;20000;7;A;Non;0;6;1;1755
5258;2009;39;H;Non;MED;M;1;23;38300;Non;Non;673;ML;21;Oui;Non;10000;2;N;Oui;0;6;1;1113
5259;2009;27;F;Non;ASS;A;2;10;12000;Oui;Oui;651;GA;6;Non;Non;30000;10;N;Non;0;6;1;6323
5260;2009;26;H;Non;ASS;A;0;10;29000;Oui;Non;836;GA;4;Non;Non;21000;4;N;Non;0;6;1;1651
5261;2009;27;F;Non;MAN;F;2;6;2900;Non;Non;574;ES;3;Oui;Non;20000;2;B;Oui;0;6;1;3597
5262;2009;38;F;Non;PRO;F;1;20;37000;Oui;Oui;583;SA;18;Oui;Non;37000;7;A;Non;0;6;1;11068
5263;2009;79;F;Non;RTR;F;1;63;16900;Non;Non;818;SA;28;Oui;Non;26000;1;G;Oui;0;6;1;1947
5264;2009;27;F;Non;GOU;F;0;9;26500;Oui;Non;686;QC;5;Oui;Non;25000;11;R;Non;0;0;1;2846
5265;2009;31;F;Oui;ETU;F;0;15;31500;Non;Non;759;MA;9;Oui;Non;30000;1;A;Non;0;6;1;3176
5266;2009;26;H;Non;ASS;A;0;3;51500;Oui;Oui;595;OU;1;Non;Non;18000;4;B;Non;1;6;1;4064
5267;2009;38;H;Oui;ASS;F;1;20;38500;Non;Non;461;QC;13;Oui;Non;21000;0;B;Oui;0;6;1;3067
5268;2009;21;F;Oui;ETU;F;0;5;28500;Oui;Non;301;QC;3;Oui;Non;23000;10;R;Non;0;3;1;4408
5269;2009;62;H;Non;RTR;F;1;38;37500;Non;Non;725;ES;32;Oui;Non;42000;0;B;Non;0;6;1;3719
5270;2009;22;F;Non;ETU;F;0;6;10500;Non;Non;482;ES;4;Oui;Non;12000;12;N;Non;0;6;1;2238
5271;2009;74;H;Oui;RTR;A;0;53;48600;Non;Non;517;ES;39;Non;Oui;43000;0;G;Oui;0;6;1;7337
5272;2009;25;F;Non;PRO;F;0;9;57400;Oui;Oui;786;GA;7;Oui;Non;10000;3;A;Oui;0;3;1;4433
5273;2009;27;F;Non;MAN;F;1;11;17500;Oui;Non;607;SA;7;Non;Oui;48000;0;R;Oui;0;5;1;13006
5274;2009;20;H;Non;SNS;F;0;4;34100;Non;Non;681;ES;1;Oui;Non;30000;12;G;Non;0;6;1;3732
5275;2009;28;H;Oui;ASS;A;1;12;33900;Oui;Non;493;SA;10;Non;Non;10000;4;R;Oui;0;6;1;2493
5276;2009;81;H;Non;RTR;A;2;65;30600;Non;Non;800;MA;52;Oui;Oui;52000;2;R;Oui;0;6;1;5733
5277;2009;60;H;Oui;RTR;A;0;36;25700;Non;Non;742;QC;14;Non;Oui;63000;1;R;Oui;0;6;1;6369
5278;2009;77;H;Oui;RTR;F;1;61;36500;Non;Non;781;ES;27;Oui;Non;27000;1;A;Non;0;6;1;1593
5279;2009;21;H;Non;ETU;F;0;5;8200;Oui;Non;628;QC;2;Oui;Non;32000;9;N;Non;0;6;1;3954
5280;2009;23;H;Oui;ETU;F;2;7;8400;Oui;Non;704;ML;2;Non;Non;15000;8;R;Non;0;6;1;1265
5281;2009;18;F;Oui;ETU;F;0;2;27600;Oui;Non;723;SA;0;Oui;Non;18000;10;R;Non;0;6;1;2418
5282;2009;46;H;Oui;MAN;F;0;30;26100;Oui;Non;700;ES;19;Oui;Non;19000;2;B;Non;0;6;1;1931
5283;2009;78;F;Non;RTR;M;1;62;42300;Non;Non;600;MA;27;Oui;Non;38000;3;G;Non;0;6;1;2775
5284;2009;46;F;Non;PRO;M;0;30;12100;Oui;Non;553;ML;16;Non;Non;20000;3;A;Oui;2;2;1;2941
